date,Portfolio 1,Portfolio 2,Portfolio 3,Portfolio 4,Portfolio 5,Portfolio 6,Portfolio 7,Portfolio 8,Portfolio 9,Portfolio 10,Portfolio 11,Portfolio 12,Portfolio 13,Portfolio 14,Portfolio 15,Portfolio 16,Portfolio 17,Portfolio 18,Portfolio 19,Portfolio 20,Portfolio 21,Portfolio 22,Portfolio 23,Portfolio 24,Portfolio 25
1980-12-31,-0.03843871681415929,-0.05311337974683544,-0.07653429268292683,-0.052403017241379315,-0.04027304838709678,-0.046726636363636366,-0.033360453125,-0.0077945,0.011329150000000001,-0.013140729729729728,-0.04665835294117647,0.01759912,0.015242707317073171,-0.05656027499999999,-0.033649228260869565,0.013237971428571428,0.03209586363636364,0.008689035714285715,0.00011371052631578924,-0.014341243243243245,0.005460194029850746,-0.030571172413793105,-0.05022931818181819,-0.002686805555555555,-0.011183738095238097
1981-12-31,-0.028120710280373832,-0.036380585714285714,-0.02438660465116279,-0.02620119642857143,-0.020042466666666665,-0.007331820224719101,0.0005674354838709681,-0.012793038461538462,-0.00698512,0.014464151515151515,-0.060352300000000005,-0.049621,-0.02053553488372093,-0.05394635,-0.032295424242424244,0.03200748780487805,-0.008354954545454547,-0.026311555555555557,-0.027398485714285714,-0.015496184210526313,-0.025936342465753427,-0.04540309090909091,-0.04117165517241379,-0.011330526315789473,-0.04926
1982-12-31,0.0019650595238095243,0.004835586206896551,-0.027350680000000002,0.06315616071428572,0.03133742857142857,0.037148029411764705,0.013112318840579713,0.034546984375,-0.0020583793103448275,0.012908926829268292,-0.020211,0.018018857142857145,0.013869708333333335,0.028151342105263155,-0.007950783018867926,0.041659255813953494,-0.005996424242424243,0.00918061111111111,0.026786302325581393,-0.02543969230769231,0.01163644776119403,0.013147564102564105,-0.03593384,-0.011985204545454544,-0.012945054054054054
1984-12-31,-0.0111457578125,0.03865812,-0.0381268679245283,0.02303382978723404,0.021376958333333335,0.0313717052631579,0.028924776470588238,0.028368971428571428,0.036775875,0.007044441860465116,0.06555266666666666,0.039443233333333334,0.028363527472527475,0.0180936,-0.0007552842105263162,0.011518678571428572,0.038261805555555556,0.031385352941176475,0.04063559154929578,-0.0014741875000000037,0.01929931168831169,0.01616696875,-0.04884154285714286,0.011801647619047617,0.058198963636363635
1985-12-31,0.025742014388489207,0.03423040243902439,-0.00665609243697479,0.0638200294117647,0.0190583661971831,0.04942305223880597,0.04197562886597938,0.05840553125,0.06176369696969697,0.06120943902439025,0.05695892307692308,0.04701305333333333,0.04086891208791209,0.012289659090909092,0.03556258139534884,0.06231883544303797,0.0417166,0.061094711864406785,0.050841090909090905,0.004999568965517242,0.04872320430107527,0.015212506849315067,-0.02943917647058824,0.017789629310344827,0.033674048780487804
1986-12-31,-0.03913015976331361,-0.016660408602150536,-0.051848709459459456,-0.026855182692307692,-0.013676720588235294,-0.027671787610619468,-0.01817903614457831,-0.01924041791044776,-0.02174268,-0.038506844444444445,-0.034919,-0.02665689772727273,-0.026265913461538462,-0.020412666666666666,-0.008677253521126764,-0.014820243589743591,-0.03173467567567567,-0.03480850943396226,-0.030083776,-0.0360404,-0.007039409999999999,-0.033422265060240965,-0.07574104081632653,-0.021576224489795917,-0.021128645161290323
1987-12-31,0.022620204081632653,0.11713893548387097,0.015273661290322581,0.08748400840336135,0.14358011940298507,0.0859272824427481,0.12531404166666665,0.13131479661016948,0.15136972413793104,0.12920561111111112,0.08372870588235294,0.03300653164556962,0.030151565656565658,0.11232721052631578,-0.00389794968553459,0.100588796875,0.07589464285714285,0.1078327868852459,0.03204802797202797,-0.031004655172413794,0.05117763636363637,0.03994181,-0.06284620289855072,0.038735053191489364,0.04886255434782609
1990-12-31,-0.04394567455621302,0.06877636363636364,-0.04159096732026144,0.01215852380952381,0.03224677419354839,0.02728495575221239,0.06698059493670885,0.0591716935483871,0.06021870967741936,0.08681612820512821,0.0505102380952381,0.033299296703296705,0.03651034736842105,0.03498628358208955,-0.049533471910112356,0.0371845090909091,0.05608285714285714,0.04690488461538462,0.04010069117647058,-0.048534814814814815,0.04381172826086956,0.0049395217391304345,-0.08089349275362319,0.014255442307692306,0.04404402597402597
1991-12-31,0.01220273287671233,0.07738739622641509,-0.04361714782608695,0.04163505454545454,0.11854097333333333,0.08738325373134329,0.14048514953271027,0.12016084722222223,0.11510660000000002,0.13313727868852457,0.11251740625000001,0.09766173394495413,0.09682346728971962,0.0982882380952381,-0.036130584507042256,0.07752414444444446,0.15271671794871794,0.13574210294117647,0.04852803076923077,-0.047102027210884356,0.08531894308943089,-0.024374328125,-0.03482033783783784,0.05754516494845361,0.08862754651162791
1992-12-31,0.03911568246445497,0.02872890909090909,0.023591049180327867,0.024136474025974023,0.023941310344827587,0.022527139072847684,0.025242242857142855,0.06544295588235294,0.026624958333333334,0.021033603174603177,0.0474517,0.03426422413793104,0.04332976296296296,0.019400116883116884,0.030034413793103447,0.04458331690140845,0.0020441333333333345,0.019337356164383562,0.026032268292682927,0.023194272108843537,0.0528266705882353,7.984507042253482e-05,0.061085582278481015,0.05712005,0.05826373584905661
